label;sentence
3;Sehr viele Autos sowohl durch Einfallstraße von der Autobahn als auch über Zelleschen Weg. Busse mit sehr dichter Taktung, welche trotzdem zeitweise nicht ausreicht, um den Bedarf zu decken. Engstellen für Fahrrad- und Fußgänger-Verkehr an Ampeln zu Stoßzeiten (Verkehrsinseln teilweise zu klein für Menschenmassen während Stundenwechseln)
3;Fußgänger stauen sich, die kleine Brücke ist zu weit entfernt. Bei Radfahrern gilt das gleiche. Beide Parteien müssen sich mehrfach kreuzen. Auch, dass man oft 2, 3 oder gar 4 Ampeln überqueren muss um an sein Ziel zu gelangen ist hinderlich. Toll ist der in beide Richtungen befahrbare Radweg unterhalb der neuen Mensa, auch wenn er kurz ist..
3;Die derzeitige Situation funktioniert eigentlich weitgehend bedarfsgerecht, Störungen entstehen eigentlich nur durch die nicht verkehrsabhängig geschaltete Taktung der Ampeln, insbesondere bei Umleitungsverkehr der Autobahn sowie durch die Rückstaus in der Bergstraße verursacht durch die überlange Rotphase an der Kreuzung mit der Mommsenstraße.
3;Zu viel Verkehr, zu laut, zu schnell. Die Luft ist schlecht und man möchte überhaupt nicht verweilen. Gefühlt herrscht ein sehr hohes Unfallrisiko. Die Überquerung ist eine Odyssee für sich. Der Bau der neuen Straßenbahnlinie könnte erstmal positiv sein und eine gute Alternative zur Linie 61 darstellen. Aber der MIV sollte stark eingeschränkt werden.
3;Sehr hohes Verkehrsaufkommen, vor allem nachmittags, dennoch relativ schlechte Anbindung, da nur 2 Buslinien fahren. Meist ist es notwendig, nochmal umzusteigen, da die Auswahl an Nahverkehrsmöglichkeiten nicht ausreicht. Bushaltestelle der 61 Richtung Nürnberger Platz eher ungünstig, da man die komplette Kreuzung überqueren muss um zum hsz zu kommen.
3;Es ist immer sehr voll und laut. Die Anbindung mit den öffentlichen Verkehrsmittel ist sehr gut und wird in Zukunft auch noch besser werden, wenn die neue Straßenbahntrasse gebaut ist. Was mich immer richtig gestört hat ist der Kfz Verkehr, der sehr schnell und laut ist. Außerdem ist es wie gesagt durch die direkt Anbindung an die Autobahn immer voll.
3;Die Vorrangschaltung für Busse der Linie 61 führt ab und zu dazu, dass man die Nürnberger Straße aus Richtung Innenstadt kommend nicht in einer Ampelphase überqueren kann. Ich als schnell beschleunigender Radfahrer schaffe es dann meist noch gerade so, Fußgänger haben aber schlechte Karten. Eine Verschlechterung dieser Situation sollte vermieden werden.
3;Fahrradweg und Haltestelle am HSZ sind zu eng. Trampelpfade, schlechte Wegebeziehungen zur George-Bähr-Straße. Zu schmale Verkehrsinsel zwischen den Beiden Haltestellen. Hier haben nur wenige Fahrräder Platz. Teilweise sind die breiten Wege ein Vorteil, andererseitz zu breit. Rote Markierung der Radwege finde ich gut, da diese beseer wahrgenommen werden.
3;Lärm, Gestank, Asphaltöde, Behinderung des nichtmotorisierten Verkehrs durch auf Kraftverkehr optimierte Ampelschaltungen, Raserei, Gefährdung durch nicht-separat geschaltete Rechtsabbieger, dem Fußgängerverkehr unangemessene Gestaltung der Radwegsführung an Haltestellen, teilweise kleine Warteflächen, noch mehr Betonöde durch bergauf geführten Betonwände.
3;Die Straßen sind breit und sehr schlecht zu queren (lange Wartezeiten). Die Bereiche für Fuß- und Radverkehr sind außer im nordöstlichen Teil des Platzes total unterdimensioniert, es kommt ständig zu Konflikten zwischen Radfahrer*innen und Fußgänger*innen. Besonders der Bereich, in dem die Busse aus Richtung Hauptbahnhof halten ist sehr eng und problematisch.
3;Ich kenne es mit sehr oft, gut fließendem Verkehr und guter Struktur. Nur die Rechtsabbiegerspur, wenn man von der Bergstraße runter kommt und zum Zellischen Weg möchte ist manchmal etwas unvorteilhaft, da Fahrzeuge, oder öfters auch LKW von der rechten geradeaus Spur in diese Spur, vor dem Bus, in diese Spur einbiegen und damit dem Bus das abfahren erschweren
3;Im Berufsverkehr und Studentenverkehr ist der Platz teilweise eine Zumutung. Ein Bus nach den anderen jagt sich und die Autofahrer müssen dank der Freischaltung der Busse warten. Bei einem Kreisverkehr würde der Verkehr für alle Seiten flüssiger laufen. Teilweise sind zu lange Ampelphasen für ein flüssiges Verkehrsaufkommen nicht möglich oder fallen gänzlich aus.
3;Sehr starker Autoverkehr - störend, aber nicht vermeidbar da eine der Hauptachse in die Stadt, durch bessere Trennung (Busch- und Baumpflanzungen bzw. generell Begrünung) von Autoverkehr und Fußgänger / Radfahrer, kann diesem jedoch entgegengewirkt werden 2) gute Anbindung an den ÖPNV - vor allem mit dem Anschluss an die Straßenbahn wird der Platz noch attraktiver
3;Wie schon Mal von mir angesprochen: Der Busverkehr kommt an seine Grenzen. Für mich persönlich sollte die Straßenbahnstrecke von Strehlen nach löbtau schon längst stehen. Sie würde die Buslinie deutlich entlasten. Man muss aber möglicherweise eine ausweichstelle schaffen für die Autofahrer, weil ich mir auch gut vorstellen kann, dass das den Autoverkehr einschränkt/erschwert.
3;Viel zu viele Autos stören extrem, die Luft ist sehr schlecht, vor allem wenn man Fahrrad fährt und man tief atmen muss ist das extrem unangenehm. Die breiten Fahrradstreifen direkt am Fritz-Foerster-Platz sind nicht schlecht, wobei diese auf dem Zelleschen Weg dann zu schmal werden. Eine Straßenbahn die einige Buslinien ersetzt ist auch höchste Zeit, aber die soll ja kommen.
3;Nur durch die Ampelschaltung ist ein gefahrloses Überqueren für nichtmotorisierte Verkehrsteilnehmer*innen möglich. Ansonsten nehme ich ein eher unangenehmes Verkehrsrauschen bei. Es gibt keine Geradeausschaltung für Radfahrende auf der Bergstraße Richtung Stadt (man hat immer zwei Rotphasen abzuwarten) aufgrund der lichtsignalgeregelten Rechtsabbiegespur vor der alten Mensa.
3;Für Autos hat sich die Verkehrssituation seit dem Ausbau stark verbessert. Für Fußgänger und Radfahrer ist dieser Ausbau katastrophal. Der Campus wurde gespalten und man blickt stets in einen tiefen Riss, der daran erinnert, wie idyllisch diese Ecke einmal war. Es fehlt seit ewigen Zeiten die Straßenbahnlinie entlang des Zelleschen Wegs und weiter in Richtung Nossener Brücke.
3;Oft Stau durch lange Wartezeiten an den Ampeln (für Fußgänger, Autofahrer und Busse) Oft schlechte Luft durch lange Wartezeiten an den Ampeln, vor allem im Berufsverkehr im Winter (besonders extrem in der Weihnachtszeit) Busse haben oft starke Verspätung durch lange Wartezeiten an den Ampeln Fußwege im Bereich der Haltestellen zu schmal (und Rad- und Fußweg nicht getrennt)
3;Die meisten Menschen besuchen diesen Platz nur um ihn zu überqueren oder um zu den Haltestellen des ÖPNV zu gelangen bzw. sie zu verlassen. Viele Menschen, welche den ÖPNV nutzen, versuchen alternative Haltestellen zu nutzen (Nürnberger Platz, Mommsenstraße, SLUB). Fahrradfahrer umfahren oft den Fritz-Foerster-Platz (Campus + Brücke über B170, Reichenbachstr., Münchner Str.).
3;gute Anbindung mit zwei städtischen Bus- sowie weiteren Regionlbuslinien, besser ist Umsetzung des Stadtbahn 2020-Programms schlecht für den Platz sind die sich niveaugleich kreuzenden Verkehrsströme, v. a. jene sich kreuzenden Hauptströme entlang der B170, die Bergstraße entlang und dem davon am FFP abbiegenden Strom in Richtung Nürnberger Platz nehmen einen Großteil der LSA-Phasen ein.
3;Die Abbiegespur Bergstraße Süd in den Zelleschen Weg stört sehr. Dadurch können Radfahrer und Fußgänger den Platz entlang Bergstraße stadteinwärts nur in zwei Schritten queren. Diese Abbiegespur muss ersatzlos entfallen. Die Abbiegespur vor dem Saxonia-Systems-Gebäude kann ebenso entfallen, da man für diese Fahrtrelation ab dem Fritz-Löffler-Platz direkt über die Münchner Straße fahren kann.
3;Die Ampeln sind leider zum Vorteil von Autos ausgerichtet -> es dauert sehr lang die Kreuzung zu überqueren. Insbesondere Fahhradfahrer sind benachteiligt, jedoch gibt es immerhin Fahrstreifen. Autos, LKWs und Busse nehmen viel mehr Platz ein, erhöhen der Lärm und stören so eine angenehme Lernatmosphäre. Es fehlt leider das umdenken zur nachhaltigen Mobilität(Fahrrad, ÖPNV und Fußgänger)
3;Busse sind gut integriert. Bin Mal gespannt, wie sich die geplante Bahntrasse eingliedern soll. Deren Haltestellen werden sicherlich in der Mitte des Platzes ein optisches Highlight setzen. Bitte da sie Beschattung nicht vergessen. Ein Glasdach mag vor Regen schützen. Bei Sonne brät man darunter nur ! Vielleicht wäre da ein begrünten Fach eine gute Alternative zu stylischen Glas-Stahl-Konstrukt.
3;Die Anbindung an das Busnetz ist sehr angenehm, die Situation für Fußgänger und Radfahrer ist jedoch frustrierend und teils gefährlich. Die Wartezeiten an den Ampeln sind hoch und Radfahrer und Fußgänger kreuzen ihre Wege ständig (zB. wenn man von der Universität in Richtung Hochschulstraße laufen möchte, kreuzt man mindestens 3 Radwege/ Radstreifen, von denen einer extrem schlecht einsehbar ist).
3;zu viele Autos, zu unübersichtlich, zu gefährlich, manchmal kann man den Bus wegen der Ampelschaltung nicht rechtzeitig erreichen, als Fußgänger zu weite Wege. Die mehrspurigen Straßen, die an den Fußgängerinseln vorbeiführen stören mich insbesondere. Manchmal ist man durch die Ampeln gezwungen dort stehen zu bleiben und die Autos rasen in einer gigantischen Geschwindigkeit direkt neben einem vorbei
3;Wenig Platz in der Mitte für Fahrräder und Fußgänger, wenn an der Ampel gewartet wird - morgens immer überfüllt. Gefährliche Ampelschaltungen, wenn ein Teil der Straße schon auf grün geschaltet wird, der andere aber noch rot ist, weil dort noch Autos fahren. Positiv: Wenn man quer über den Platz muss mit dem Fahrrad, ist immer eine der beiden Ampeln grün, sodass man nur eine Ampelphase warten muss.
3;Die Verkehrssituation ist leicht unübersichtlich, besonders als Fußgänger oder Radfahrer. Zu Stoßzeiten sind die Ampelzeiten für die Fußgänger eher knapp und auch die Fußgängerinseln sind dann etwas zu klein. Auch nehmen Autofahrer dort nicht so viel Rücksicht. Andererseits sind die Fuß- und Radüberwege schon deutlich besser gestaltet als an manchen anderen Kreuzungen. Man kommt als Radfahrer gut zum HSZ.
3;Viel zu viele Autos. Straßenbahn zur Entlastung der Buslinie 61 definitiv erforderlich. Merkwürdige Anordnung der Bushaltestellen, die durch die großen Straßen sehr weit voneinander entfernt sind. Bushaltestelle TU Dresden auf Linie 61 meines Erachtens auf der falschen Seite der Kreuzung, da mehr Leute zum HSZ wollen als Richtung Willersbau. Evtl, einfach noch Haltestelle auf Höhe des Trefftz-Bau hinzufügen.
3;sehr viele verkehrsströme (was normal ist bei der achse). radfahrer und fußgänger mussten noch besser geleitet und geschüzt werden: höhere bordsteine im kurven bereich. viele studenten stehen sonst teilweise auf der straße, wenn der untrschied zur straße klarer wird, dann wird dies vielleicht verhindert. ampelschaltzeiten für fußgänger sehr schlecht. fürhrt dazu dass man häufig auf verkehrsinsel warten muss
3;Der viele Verkehr von/zur Autobahn und auf der B170 ist störend und trägt auch zum negativen Bild des Platzes bei. Mich stört, dass der ÖPNV oft lange im Stau steht, z.B. nördlich in Richtung Hauptbahnhof kann es zwischen (H) Mommsenstraße und (H) F-F-Pl. teilweise sehr stocken. Teilweise muss man als Fußgänger lange auf Grün warten. Mich freut, dass hier eine Stadtbahn auf besonderem Bahnkörper gebaut wird.
3;praktisch ist die Anbindung an den ÖPNV und den Regionalverkehr, gefährlich für Radfahrer, durch ungünstige Führung der Radwege an Haltestellen und über Fußwege, besonders gefährlich sind die Abbiegesituationen vom Zelleschen Weg in Richtung Innenstadt (Rechtsabbieger) und der Rückstau vom Nürnberger Straße auf die Bergstraße (Rechtsabbieger), dort müssen Radfahrer immer aufpassen nicht durch Autos erfasst zu werden.
3;Der Bus steht quasi immer an der Ampel. Die Radquerung auf der Südseite westwärts ist ziemlich gefährlich (man muss sich nach schnell rechts abbiegenden Autos umschauen und gleichzeitig aufpassen, dass man nicht mit dem Ampelmast kollidiert). Als Fahrgast muss man quasi immer die Ampel überqueren. Die Straßen für die PKW sind gewaltig groß. Alle anderen haben das Nachsehen und dürfen sich das giftige Abgas reinziehen.
3;Ich komme als Autofahrer und als Fahrradfahrer von allen Seiten schnell über die Kreuzung. Als Fußgänger fühle ich mich sicher. Auf der Seite am Hörsaalzentrum stören mich schon immer die Verknüpfung von Bushaltestelle und sich kreuzenden Fahrrad- und Fußweg. Das ist zu eng dort. Mich stört, dass keine Straßenbahn am Fritz-Foerster-Platz fährt und ich immer zum Nürnberger Platz oder zur Reichenbachstraße laufen muss.
3;Die Verkehrssituation ist teilweise unübersichtlich. Insbesondere der Rad- und Fußgängerverkehr sollte klarer geführt werden und die Ampelregelungen für Abbieger optimiert werden (Warum gibt es kein Grün für Abbieger der Bergstraße stadtwärtig nach Zellescher Weg landwärtig, wenn die Linksabbieger des Zelleschen Weges stadtwärtig zur Bergstraße fahren?) Die kreuzungsnahen Bushaltestellen verleiten zu unüberlegten Fußgängerverhalten...
3;Positiv: die 61 als wichtigste VErbindung der TU. Noch positiver: Bau einer Straßenbahn als Ersatz für die 61. Die breiten Straßen nur für Autos sind für Studenten, die alternativ zur DVB meist Fahrräder benutzen oder laufen, extrem störend. Auf Fahrradfahrer wurde bei der Planung leider gar keine Rückssicht genommen, das muss sich ändern!!!! Am besten mit dem Konzept einer Fahrradstraße! Oder einer Autoverbotszone auf dem Zelleschen Weg!!!
3;aufgrund der Autobahnzubringerfunktion der Bergstraße im Areal des Campus herrscht ein hohes Verkehrsaufkommen, was zu einer gewissen Geräuschbelastung am Fritz-Foerster-Platz führt. Dies stört, wenn man sich dort länger draußen aufhalten möchte oder muss, wenn man z.B. seinen Bus verpasst hat. Vorteil ist jedoch der gute Anschluss an die Autobahn, was es für Berufspendler zur TU oder HTW leichter macht, sofern sie einen Parkplatz finden.
3;Aus ÖPNV Sicht stört, dass die Haltestelle der Linie 61 ungünstig zum Unicampus gelegen ist. Um von und zu ihr zu gelangen muss man die ganze Kreuzung überqueren. Aus Radfahrersicht stört, dass es passieren kann, dass man aufgrund der Ampelschaltungen auf Verkehrsinseln stranden kann. Das ist immer sehr unschön, da man dann ungeschützt mitten im Kfz Verkehr steht. Gut ist hingegen, dass man alle Radwege in beiden Richtungen befahren kann.
3;Durch die Ampelschaltung bilden sich insbesondere zu verkehrsreichen Zeiten Staus, welche die Luftqualität negativ beeinflussen. Negativ fällt auf, dass vom Nürnberger Ei kommend, alle Fahrzeuge an der Ampel halten müssen. Gut ist die kurze Ampelwartezeit für Busse in Richtung Zentrum/Nürnberger Ei. Störend ist, dass alle Busse vom Nürnberger Ei/Zentrum zum Erreichen der jeweiligen Haltestellen brauchen, insbesondere durch die Ampelschaltung bedingt
3;Die Situation ist, wie sie ist. Den Ampeltakt empfinde ich als Fußgänger/Radler als praktikabel. Es ist laut und staubig, deshalb mein Hinweis auf die Pflanzungen. Es gibt im Stadtgebiet diese 3-4m hohen mit Gräsern, Moos etc. bepflanzten senkrechten Strukturen (der Name des Projektes fällt mir gerade nicht ein). Solche Staub- und Lärmfänger - quasi große senkrecht stehende Balkonkästen 4mx3m - täten dem Foerster-Platz in mehrerer Hinsicht gut.
3;Der Verkehr wird durch die Riesenkreuzung mit SP Auto angezogen, alternative Beförderung stärken! Der Verkehr sollte im Sinne der Stadtökologie dosiert werden , Einpendeln mit öffentlichem Nachverkehr, Parken vor der Stadt! Beschränkung der Durchfahrten, aber dann flüssige Verkehrsschaltungen, durchgängige gute Radwege Campus bis in die Neustadt und durch den Großen Garten bis Seidnitz usw. Kleine Uni-E-Busse als Shuttle, Radsystem und Radabstellplätze,
3;Regelmäßig gefährliche Situationen und Unfälle durch Rechtsabbieger (z.T. schlechte Sicht, bei Stau treffen Rechtsabbieger hinter der mittlerweile roten Ampel mit hohem Tempo auf grüne Fußgängerampel (Bergstraße). Viele Fahrradfahrer müssen z.B. aus Richtung Slub --> HSZ zwei Ampeln überqueren --> hoher Zeitverlust. Die Brücke ist per Rad ebenfalls nur mit viel Gekurve zu erreichen und wirkt als Umweg. Viel Lärm durch vierspurige Bergstraße (Anfahren Bergan)
3;Nun, Im Berufsverkehr ist der Verkehr von und zur Autobahn und Richtung Zellscher Weg natürlich eine Herausforderung, jedoch niemals so erlebt, dass man dort Minutenlang im Stau steht. Die Herausforderung wird sich erst mit Neubau/Fertigstellung der neuen Tramtrasse ergeben. Die Nürnberger Strasser wird zum Nadelöhr werden befürchten viele Anwohner zumindest der Südvorstadt.... Als Fußgänger habe ich dort auch keine grossen Schwierigkeiten feststellen können.
3;dominiert durch motorisierten Verkehr, der den Großteil der Fläche einnimmt - sehr laut, viele Abgase - sehr hohes Verkehrsaufkommen, zum Teil chaotisch: Konflikte zwischen Rad und Fußgängern, da wenig Fläche bzw. Fußgänger auf Radspuren laufen (auch bei Ampeln) und gleichzeitig Gefahr durch Radfahrer für Fußgänger -> insbesondere wenn Stundenwechsel
3;gut: es gibt Anbindung an die öffentlichen Verkehrsmittel, Autofahrer haben viel Platz schlecht: Die Kreuzung ist besonders gefährlich für Fußgänger, da sich die Fußwege über alle anderen Verkehrsbahnen kreuzen. Die Mitfahrer der 61 müssen jedes Mal über die komplette Kreuzung, um zum HSZ oder dahinter liegende Gebäude zu erreichen, und die Fußgängerbrücke bildet dabei einen Umweg. Daher stehen dort kurz vor Vorlesungsbeginn Hunderte Studierende und warten auf die Ampel
3;Fußgänger- und Radfahrer-Führung äußerst problematisch. Insbesondere in den Haltestellen-Bereichen. Keine Trennung zwischen Radlern und Fußgängern. Wenn die 61 ausgekippt, ist kein durchkommen mehr möglich. Radaufstellflächen an den Ampel blockieren sich gegenseitig (z.B. Richtung Mensa) Geisterradler auf dem Zelleschen Weg gefährden sich und den sonstigen Radverkehr. Herumstehende E-Scooter bilden Verkehrsrisiko. Haltestellenbereich nicht gegen Radverkehr abgegenzt.
3;Viel MIV, breite Fahrbahnen. Von Vorteil ist die derzeitige Ausbildung der Haltestellen, die die Fahrgäste vom restlichen Verkehrsgeschehen abgrenzt und schützt. Dies sollte mit dem Bau der Straßenbahntrasse beibehalten werden, natürlich nicht unbedingt an gleicher Stelle. Radwege sind vorhanden und großzügig dimensioniert, könnten allerdings noch klarer geführt werden. Fußgänger empfinden eine Nachrangigkeit nach allen anderen Verkehrsteilnehmern, v.a. müssen viele Radwege gequert werden.
3;zu viele Fahrspuren für den Kfz-Verkehr - zu wenig Aufstellfläche an den Bushaltestellen der Bergstraße, insbesondere in Richtung Hauptbahnhof - Umwege in der Radverkehrsführung sind nicht nachvollziehbar (z.B. Zellescher Weg in beiden Richtungen, Bergstraße in beiden Richtungen) - beim Linksabbiegen sind für Radfaher i.d.R. zwei Ampelphasen nötig, um den Platz queren können (zusätzlich zur umwegigen Verkehrsführung, z.B. von der Bergstraße aus Richtung Süden in die Nürnberger Straße)
3;Der Platz dient eigentlich nur dem Forstbewegungsmittel PKW, als Fußgänger muss ich immer einen großen Kreis um den Platz zurücklegen und für den ÖPNV könnte man zwar argumentieren, sei der F-F-Platz ein Umstiegsknoten, aber eigentlich laufen hier nur Zubringerlinien entlang. Kaum jemand gebraucht diese Stelle als Umstiegsplatz, da der Münchner bzw. Wasaplatz als Knotenpunkte fungieren. Rad- und Fußgängerwege kreuzen sich sehr oft, und schnell übersieht ein Verkehrsteilnehmer den andern...
3;Vorteil sind die Rechtsabbieger Streifen der B170 jeweils auf die Nürnberger Str./Zellescher Weg. Störend ist die Fahrradsituation auf der Seite des Wohnheims vom zelleschen Weg kommend, laufen viele studenten ohne zu gucken vom Wohnheim hoch zur Haltestelle und der Radfahrer sieht ebenfalls nichts was von rechts kommt. Die Kurve für Radfahrer von der B 170 auf den zelleschen Weg ist ebenfalls zu steil (Spitzer Winkel).... Die Abbiegerfahrstreifen sind sinnvoll, da dort viel Verkehr drüber läuft!
3;Verkehr zu Stoßzeiten ist immens, nach allen Seiten Stau, gerade wenn Richtung Autobahn im Süden Verkehrsbehinderungen durch Unfälle bestehen. Radfahrer und Fußgänger teilen sich oft die gleichen Wege, was nicht ungefährlich ist, gerade für Kinder. Es gibt keine separaten Bus-Spuren, sodass die Busse auch im Stau stehen und der ÖPNV-Vorteil dahin ist. Die Querung ist für Fußgänger/Radfahrer zeitaufwändig, gerade wenn man von der George-Bähr-Str. in die Hochschulstr. möchte - man ist nur am warten.
3;Starkes Verkersaufkommen. Pendlerverkehr hoch zur Autobahn und Ost-West Umfahrung der Innenstadt Die Anbindung an die Busse ist super. Allerdings ist der Stress der mit einer so befahrenen Straße (vorallem auch viele LKW) nicht abzuweisen und bringt einen immer dazu sich möglichst schnell vom Platz zu entfernen, bzw. blöde mit anderen auf den Bus zu warten. Vorallem der Busteig Richtung HBF hat dies Problem, da man zwischen dem schnellen Verkehr den Berg runter und der Betonmauer eingesperrt ist
3;viel Verkehr. zügiges Vorankommen, aber leider immer nur in eine Richtung wegen der baulichen Trennung der Fahrbahnen. Wer von der Autobahn kommt und zum Beispiel zur Mensa Siedepunkt möchte, muss bis Paradiesstraße fahren und den ganzen Weg zurück, um zum Ziel zu kommen. Nicht schlimm, aber etwas störend. Insgesamt, wie überall in der Stadt, zu viel Autoverkehr. Die Radwege sind einigermaßen gut ausgebaut am FF-Platz. Sie kreuzen leider immer mal die Fußwege. Das ist gefährlich und behindert das Vorankommen.
3;störend ist, dass man mit dem Fahrrad immer auf mehrere Ampeln warten muss, um zu kreuzen
3;ungünstige Fußwege (die Verbindungen, wenn man einmal quer über die Kreugzung möchte, sind zu weit), ungünstige Ampelschaltungen für Fußgänger (wenn man sich für eine Seite entschieden hat, muss man auf einer Seite der Straße lange auf das umspringen der Ampel warten wegen Linksabbiegern, während die gegenüberliegende Seite schon längst überqueren darf, und wenn es dann endlich auf grün umspringt, muss man sich auch noch beeilen, dass man es noch auf die andere Seite schafft)
3;als Fahrradfahrer erlebe ich den Platz relativ sicher, da die Ampelregelungen dafür sorgen, dass Radfahrer von abbiegenden Autos weitgehend verschont bleiben. Schwierig ist allerdings die Situation mit der kleinen Verkehrsinsel vor der Kreuzung in Richtung Innenstadt. Dort warten Fahrradfahrer und Fußgänger, um Richtung Stadt über die Kreuzung zu gehen, während in ihrem Rücken der Radfahrverkehr Richtung SLUB und Wasplatz läuft. Dort ist echt wenig Platz und schon wenige wartende Fahrradfahrer erschweren das Durchkommen.
3;Von Vorteil ist, dass die Haltestellen für Busse geräumig sind und gut befahrbar. Mich stört das enorme Verkehrsaufkommen am Fritz-Foerster-Platz, insbesondere das Verhalten der Autofahrer beim Abbiegen von der Nürnberger Str. auf die Bergstraße. Die Autofahrer verhalten sich bezogen auf die Fußgängerampel absolut rücksichtslos! Staus werden ignoriert, die Kreuzung wird häufig blockiert. Dies führt dazu, dass Fußgänger und Radfahrer nicht mehr sicher über die Kreuzung kommen. Ich gehe lieber über die Brücke, auch wenn das ein Umweg ist.
3;Flüssiger Verkehr für die Autos möglich. Als Fußgänger oder Radfahrer wartet man mitunter recht lange auf grün, was im Sommer in der prallen Sonne sehr unangenehm werden kann. Aufgrund der Lage der Bushaltestellen gibt es immer wieder einzelne Personen, die sich waghalsig bei Rot durch den Verkehr wagen um ihren Bus noch schnell zu erreichen. Die Ampelkreuzung ist mit einer wichtiger Punkt in der Wahl der Grundschule meiner Kinder. Ich habe nicht das Gefühl, dass ich ihnen den täglichen Weg über diese Ampelanlage zumuten kann und will.
3;Er ist gut angebunden mit den vielen Buslinien, dadurch ist sowohl viel ÖPNV, aber in der Folge auch viel Fußverkehr dort. Die Haltestelle der Buslinien stadteinwärts liegt nicht so geschickt, sowohl von Brücke und Ampel entfernt, sie könnte näher an dem einen oder anderen liegen. Die Rechtsabbiegerspur von der Bergstraße auf den Zelleschen Weg stadteinwärts ist für Fußgänger schlect einsehbar und die Fußgängerampel wird von vielen ignoriert. Der Radverkehr hat auf dem Platz großteils keine eigene Führung. Die Emissionsbelastung ist sehr hoch.
3;Ist man motorisiert und individual unterwegs, genießt man die auf diesen Verkehr optimierte Leistungsfähigkeit des Knotens, zeitweise kann man auch Anstellen vor einer farbigen Lampe in mehreren Reihen üben. Als zu Fuß Gehender kann man Geduld und Demut schulen, man darf um Durchlass bitten, welcher in kleinen Abschnitten gewährt wird. Dies natürlich nur wenn es keinen (Wichtigen) behindert. Dem Rad Fahrenden geschieht ähnliches, gepaart mit dem Training in Slalom und der Reaktionsfähigkeit des Übersehenwerdenden als anerkannter Fahrradrowdies.
3;Von Vorteil sind die Bushaltestellen. Gut dass es welche gibt. Nachteile sind Lärm, große zu überwindende Distanzen zwischen den Haltestellen und zB den Gebäuden der TU, dass die Ampelschaltung im Süden für Fußgänger und Radfahrer etappenweise geschaltet ist, so dass man immer auf der Mittelinsel noch einmal zu stehen kommt. Ausserdem kommen sich Radfahrer und Fußgänger an einigen Punkten sehr in die Quere, da sich ihre Wege kreuzen oder sie überhaupt gar keine getrennten Wege haben (oder zu wenig Platz an der Ampel), besonders im Süd-Osten auf der Ecke.
3;Vorteile erkenne ich nicht wirklich, nur für den Autoverkehr und das ist keine Qualität. Der Fuß- und Radverkehr ist dem untergeordnet. Eine Straßenbahn besteht nicht, vielmehr wurde die Tramverbindung in Richtung Südhöhe zurückgebaut. Die abartige Bergstraße teilt dem Campus in zwei Hälften und sorgt für eine deutlich geringere Qualität. Eine Stadt wie Dresden, die sich mit ihrer Schönheit viel auf sich selbst einbildet, sollte entsprechend die öffentlichen Räume den Freiraumqualitäten entsprechend planen und nicht so, wie es sich Autolobbyisten erträumen.
3;Die Verkehrsituation wird insbesondere durch motorisierten Individualverkehr geprägt. Fußgänger und Fahrradfahrer bekommen nicht den Vorrang, was zusätzliche Wartezeiten an Ampeln für sie bedeutet. In dieser Hinsicht ist das Anlegen von Zebrastreifen zu prüfen. Ich finde schon, dass Autofahrer*innen, die auf der Bergstraße stadteinwärts fahren und nach rechts (Osten) auf den Zelleschen Weg abbiegen wollen, warten können sollten (da m.E. nicht so viele betroffen sind). Insgesamt ist der Verkehr zu laut und die Luftqualität (siehe Luftmessstation an der Bergstraße) schlecht.
3;Als Autofahrer und Fußgänger sehe ich keine Probleme. Dafür, dass es so viele Fahrspuren gibt (in jede Richtung zweimal geradeaus und einmal links abbiegen), funktioniert die Ampelsteuerung erstaunlich gut, und es kommt selten zu Staus. Die kleinen Betoninseln, die zwar hässlich sind (siehe oben), erfüllen einen sinnvollen Zweck als Zwischenstopp für Fußgänger, die es nicht ganz bei Grün hinüberschaffen. Die Busse haben meines Wissens überall eigene Haltebuchten, auch das funktioniert dadurch sehr gut. Einzig das Leben als Radfahrer am F-F-P kann ich nicht einschätzen.
3;Die Autos dominieren! Besonders durch ihre Schnelligkeit sind sie auch einfach angsteinflößend. Für Füßgänger*innen dauert es ewig, um von A nach B zu kommen - da wurde gar nicht mitgedacht. Radfahrende und Fußgänger*innen kollidieren momentan immens, da sie sich dem Shared-Space-Konzept ausgesetzt sehen. Und das funktioniert bei Stoßzeiten einfach gar nicht, vor allem da es alle eilig haben noch schnell über die Ampel zu kommen. Das Umsteigen von Bus 1 in Bus 1 dauert ebenfalls ewig und ist wirklich nicht praktisch, da dann doch öfter über diese vielbefahrene Straße gerannt wird.
3;Vorteile Autofahrer kommen schnell in die Stadt und aus der Stadt Bushaltestellen groß für die vielen Studenten und Mitarbeiter Nachteile Berg und viersprugigkeit lädt zum Rasen ein Ampelphasen Bergstraße nicht auf 50kmh sondern höher abgestimmt Konflikt Kraftfahrer/Fussganger Rechtsabbieger in die Bergstraße auf beiden Seiten. Fußgänger brauche lange um kreuzen zu können Langsame Fußgänger benötigen mehr als eine Phase für eine Straße Radwege stellenweise zu schmal und als lieferparkplatz missbraucht, Wurzelwerk an den Weg uneben gemacht - vor der Zeltmensa.
